"Subject","Experiment","Sex","Age","Pool","Group","Test","Running","Condition","Cue","Target","FoilTarget","Resp","Acc","RT"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","barbet","bird",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","maunder","ramble",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","conspue","despise",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","sejant","seated",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Non-Test Cue","kaross","jacket",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","frisket","mask",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Non-Test Cue","blandish","flatter",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","subvention","grant",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Non-Test Cue","sententious","moralising",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Non-Test Cue","trammel","impede",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Non-Test Cue","inchoate","undeveloped",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","unzymotic","fabulous",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","menald","spotty",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Non-Test Cue","perpend","consider",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","surquedry","arrogance",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Non-Test Cue","lassitude","tiredness",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Non-Test Cue","algid","chilly",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Non-Test Cue","droze","drip",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","stanchion","support",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Non-Test Cue","quidnunc","gossip",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","quant","pole",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Non-Test Cue","succursal","branch",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","immolate","sacrifice",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","karimption","crowd",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","frond","leaf",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Non-Test Cue","gallionic","careless",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Non-Test Cue","senescent","elderly",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Study","Test-Cue","unguinous","oily",,,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","PracticeMeaning",,"quinnet","wedge",,"peace","0","5151"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","PracticeMeaning",,"elchee","ambassador",,"tree","0","3472"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","PracticeMeaning",,"fane","temple",,"fast","0","5317"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","PracticeMeaning",,"coggage","paper",,"plane","0","4999"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","inimical","hostile",,"small","0","7918"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","varec","seaweed",,"ter","0","9758"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","effulgent","shining",,"large","0","4234"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","roil","billow",,"food","0","4383"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","mundify","wash",,"simple","0","4583"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","coriaceous","tough",,"friendly","0","7823"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","kedge","anchor",,"bridge","0","5333"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","abjure","reject",,"lost","0","5828"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","inculcate","instil",,"heat","0","8030"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","zamindar","landlord",,"run","0","5872"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","immure","imprison",,"childish","0","4727"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","facinorous","infamous",,"snob","0","9439"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","pertinacious","unyielding",,"stuckup","0","9187"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","descry","discover",,"look","0","6638"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","contumacious","rebellious",,"hurry","0","7103"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","levisomnous","observant",,"flower","0","5097"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","orotund","pompous",,"roun","0","9849"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","tyro","beginner",,"small","0","3893"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","imprecation","curse",,"cautious","0","6333"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","complect","intertwine",,"collect","0","5074"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","valienton","bully",,"heoric","0","6397"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","famulus","assistant",,"calm","0","6318"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","urceus","jug",,"little","0","7418"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","bistoury","knife",,"food","0","8497"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","encomium","tribute",,"money","0","3415"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","opprobrium","disgrace",,"chance","0","6475"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","hauberk","garment",,"oar","0","5170"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","superate","overcome",,"individual","0","6897"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","aegagrus","goat",,"vegetable","0","7219"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","rebarbative","repellent",,"fish","0","6915"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","selcouth","strange",,"sloth","0","4317"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","acherontic","dismal",,"food","0","7703"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","roke","mist",,"flake","0","7529"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","burgeon","flourish",,"glass","0","6936"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","interstice","space",,"justice","0","6724"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","hyaline","glassy",,"friend","0","6715"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Non-Test Cue","tantivy","quick",,"interesting","0","8112"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","hispid","bristly",,"slow","0","5771"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","clancular","secret",,"fish","0","4700"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Meaning","Test-Cue","glabrous","smooth",,"greedy","0","7189"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","TestPrac","Meaning","fane","temple","paper",,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","TestPrac","Meaning","quinnet","wedge","ambassador",,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","TestPrac","Study","kinchin","child","stern",,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","TestPrac","Study","periapt","charm","stableman",,,
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","rebarbative","repellent","goat","repellent","1","3253"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","unzymotic","fabulous","undeveloped","fabulous","1","3197"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","urceus","jug","knife","jug","1","2761"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","maunder","ramble","joker","ramble","1","8308"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","clancular","secret","glassy","secret","1","3485"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","famulus","assistant","curse","assistant","1","2710"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","stanchion","support","chilly","support","1","4485"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","mundify","wash","seaweed","wash","1","3497"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","opprobrium","disgrace","tribute","disgrace","1","2826"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","conspue","despise","jacket","despise","1","3413"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","karimption","crowd","branch","crowd","1","3880"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","peridot","gem","elegant","gem","1","1389"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","insulse","boring","lasting","boring","1","3349"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","surquedry","arrogance","tiredness","tiredness","0","5076"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","selcouth","strange","dismal","strange","1","2040"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","valienton","bully","pompous","bully","1","5221"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","menald","spotty","consider","spotty","1","2909"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","frisket","mask","moralising","mask","1","1589"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","levisomnous","observant","landlord","observant","1","2907"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","effulgent","shining","hostile","shining","1","2373"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","unguinous","oily","elderly","oily","1","3143"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","frond","leaf","careless","leaf","1","2746"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","gadoid","fish","horrible","fish","1","1951"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","barbet","bird","cheat","bird","1","2167"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","abjure","reject","billow","reject","1","3773"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Meaning","glabrous","smooth","quick","smooth","1","2103"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","everse","overthrow","clear","overthrow","1","2506"
"49","TPL4 - familiar vs unfamiliar foils","female","21","Points","1","Familiar foils","Test","Study","immolate","sacrifice","gossip","sacrifice","1","3046"
